-1.0000 7.4780 7.4780 7.4125 7.4125 7.3049 7.3049 7.1576 7.1576 6.9737 6.9737 6.7573 6.7573 6.5132 6.5132 6.2465 6.2465 5.9632 5.9632 5.6694 5.6694 5.3715 5.3715 5.0761 5.0761 4.7897 4.7897 4.5186 4.5186 4.2690 4.2690 4.0466 4.0466 3.8566 3.8566 3.7037 3.7037 3.5915 3.5915 3.5230 3.5230 -3.5230 -3.5230 -3.5915 -3.5915 -3.7037 -3.7037 -3.8566 -3.8566 -4.0466 -4.0466 -4.2690 -4.2690 -4.5186 -4.5186 -4.7897 -4.7897 -5.0761 -5.0761 -5.3715 -5.3715 -5.6694 -5.6694 -5.9632 -5.9632 -6.2465 -6.2465 -6.5132 -6.5132 -6.7573 -6.7573 -6.9737 -6.9737 -7.1576 -7.1576 -7.3049 -7.3049 -7.4125 -7.4125 -7.4780 -7.4780
-0.9960 7.4778 7.4778 7.4123 7.4123 7.3047 7.3047 7.1574 7.1574 6.9736 6.9736 6.7572 6.7572 6.5130 6.5130 6.2464 6.2464 5.9630 5.9630 5.6692 5.6692 5.3714 5.3714 5.0760 5.0760 4.7895 4.7895 4.5185 4.5185 4.2689 4.2689 4.0465 4.0465 3.8565 3.8565 3.7035 3.7035 3.5914 3.5914 3.5229 3.5229 -3.5229 -3.5229 -3.5914 -3.5914 -3.7035 -3.7035 -3.8565 -3.8565 -4.0465 -4.0465 -4.2689 -4.2689 -4.5185 -4.5185 -4.7895 -4.7895 -5.0760 -5.0760 -5.3714 -5.3714 -5.6692 -5.6692 -5.9630 -5.9630 -6.2464 -6.2464 -6.5130 -6.5130 -6.7572 -6.7572 -6.9736 -6.9736 -7.1574 -7.1574 -7.3047 -7.3047 -7.4123 -7.4123 -7.4778 -7.4778
-0.9920 7.4774 7.4774 7.4119 7.4119 7.3043 7.3043 7.1569 7.1569 6.9731 6.9731 6.7567 6.7567 6.5125 6.5125 6.2459 6.2459 5.9626 5.9626 5.6688 5.6688 5.3709 5.3709 5.0755 5.0755 4.7891 4.7891 4.5180 4.5180 4.2684 4.2684 4.0460 4.0460 3.8560 3.8560 3.7031 3.7031 3.5909 3.5909 3.5224 3.5224 -3.5224 -3.5224 -3.5909 -3.5909 -3.7031 -3.7031 -3.8560 -3.8560 -4.0460 -4.0460 -4.2684 -4.2684 -4.5180 -4.5180 -4.7891 -4.7891 -5.0755 -5.0755 -5.3709 -5.3709 -5.6688 -5.6688 -5.9626 -5.9626 -6.2459 -6.2459 -6.5125 -6.5125 -6.7567 -6.7567 -6.9731 -6.9731 -7.1569 -7.1569 -7.3043 -7.3043 -7.4119 -7.4119 -7.4774 -7.4774
-0.9880 7.4766 7.4766 7.4111 7.4111 7.3035 7.3035 7.1562 7.1562 6.9723 6.9723 6.7559 6.7559 6.5118 6.5118 6.2451 6.2451 5.9618 5.9618 5.6680 5.6680 5.3701 5.3701 5.0747 5.0747 4.7883 4.7883 4.5173 4.5173 4.2677 4.2677 4.0452 4.0452 3.8553 3.8553 3.7023 3.7023 3.5901 3.5901 3.5217 3.5217 -3.5217 -3.5217 -3.5901 -3.5901 -3.7023 -3.7023 -3.8553 -3.8553 -4.0452 -4.0452 -4.2677 -4.2677 -4.5173 -4.5173 -4.7883 -4.7883 -5.0747 -5.0747 -5.3701 -5.3701 -5.6680 -5.6680 -5.9618 -5.9618 -6.2451 -6.2451 -6.5118 -6.5118 -6.7559 -6.7559 -6.9723 -6.9723 -7.1562 -7.1562 -7.3035 -7.3035 -7.4111 -7.4111 -7.4766 -7.4766
-0.9840 7.4755 7.4755 7.4100 7.4100 7.3024 7.3024 7.1551 7.1551 6.9712 6.9712 6.7549 6.7549 6.5107 6.5107 6.2440 6.2440 5.9607 5.9607 5.6669 5.6669 5.3691 5.3691 5.0737 5.0737 4.7872 4.7872 4.5162 4.5162 4.2666 4.2666 4.0442 4.0442 3.8542 3.8542 3.7012 3.7012 3.5891 3.5891 3.5206 3.5206 -3.5206 -3.5206 -3.5891 -3.5891 -3.7012 -3.7012 -3.8542 -3.8542 -4.0442 -4.0442 -4.2666 -4.2666 -4.5162 -4.5162 -4.7872 -4.7872 -5.0737 -5.0737 -5.3691 -5.3691 -5.6669 -5.6669 -5.9607 -5.9607 -6.2440 -6.2440 -6.5107 -6.5107 -6.7549 -6.7549 -6.9712 -6.9712 -7.1551 -7.1551 -7.3024 -7.3024 -7.4100 -7.4100 -7.4755 -7.4755
-0.9800 7.4741 7.4741 7.4086 7.4086 7.3010 7.3010 7.1537 7.1537 6.9698 6.9698 6.7535 6.7535 6.5093 6.5093 6.2427 6.2427 5.9593 5.9593 5.6656 5.6656 5.3677 5.3677 5.0723 5.0723 4.7859 4.7859 4.5148 4.5148 4.2652 4.2652 4.0428 4.0428 3.8528 3.8528 3.6999 3.6999 3.5877 3.5877 3.5192 3.5192 -3.5192 -3.5192 -3.5877 -3.5877 -3.6999 -3.6999 -3.8528 -3.8528 -4.0428 -4.0428 -4.2652 -4.2652 -4.5148 -4.5148 -4.7859 -4.7859 -5.0723 -5.0723 -5.3677 -5.3677 -5.6656 -5.6656 -5.9593 -5.9593 -6.2427 -6.2427 -6.5093 -6.5093 -6.7535 -6.7535 -6.9698 -6.9698 -7.1537 -7.1537 -7.3010 -7.3010 -7.4086 -7.4086 -7.4741 -7.4741
-0.9760 7.4724 7.4724 7.4069 7.4069 7.2993 7.2993 7.1520 7.1520 6.9681 6.9681 6.7518 6.7518 6.5076 6.5076 6.2410 6.2410 5.9577 5.9577 5.6639 5.6639 5.3660 5.3660 5.0706 5.0706 4.7842 4.7842 4.5131 4.5131 4.2635 4.2635 4.0411 4.0411 3.8512 3.8512 3.6982 3.6982 3.5860 3.5860 3.5176 3.5176 -3.5176 -3.5176 -3.5860 -3.5860 -3.6982 -3.6982 -3.8512 -3.8512 -4.0411 -4.0411 -4.2635 -4.2635 -4.5131 -4.5131 -4.7842 -4.7842 -5.0706 -5.0706 -5.3660 -5.3660 -5.6639 -5.6639 -5.9577 -5.9577 -6.2410 -6.2410 -6.5076 -6.5076 -6.7518 -6.7518 -6.9681 -6.9681 -7.1520 -7.1520 -7.2993 -7.2993 -7.4069 -7.4069 -7.4724 -7.4724
-0.9720 7.4704 7.4704 7.4049 7.4049 7.2973 7.2973 7.1500 7.1500 6.9661 6.9661 6.7498 6.7498 6.5056 6.5056 6.2390 6.2390 5.9557 5.9557 5.6619 5.6619 5.3640 5.3640 5.0686 5.0686 4.7822 4.7822 4.5111 4.5111 4.2615 4.2615 4.0392 4.0392 3.8492 3.8492 3.6962 3.6962 3.5841 3.5841 3.5156 3.5156 -3.5156 -3.5156 -3.5841 -3.5841 -3.6962 -3.6962 -3.8492 -3.8492 -4.0392 -4.0392 -4.2615 -4.2615 -4.5111 -4.5111 -4.7822 -4.7822 -5.0686 -5.0686 -5.3640 -5.3640 -5.6619 -5.6619 -5.9557 -5.9557 -6.2390 -6.2390 -6.5056 -6.5056 -6.7498 -6.7498 -6.9661 -6.9661 -7.1500 -7.1500 -7.2973 -7.2973 -7.4049 -7.4049 -7.4704 -7.4704
-0.9680 7.4681 7.4681 7.4026 7.4026 7.2950 7.2950 7.1476 7.1476 6.9638 6.9638 6.7474 6.7474 6.5033 6.5033 6.2366 6.2366 5.9533 5.9533 5.6596 5.6596 5.3617 5.3617 5.0663 5.0663 4.7799 4.7799 4.5088 4.5088 4.2593 4.2593 4.0369 4.0369 3.8469 3.8469 3.6939 3.6939 3.5818 3.5818 3.5133 3.5133 -3.5133 -3.5133 -3.5818 -3.5818 -3.6939 -3.6939 -3.8469 -3.8469 -4.0369 -4.0369 -4.2593 -4.2593 -4.5088 -4.5088 -4.7799 -4.7799 -5.0663 -5.0663 -5.3617 -5.3617 -5.6596 -5.6596 -5.9533 -5.9533 -6.2366 -6.2366 -6.5033 -6.5033 -6.7474 -6.7474 -6.9638 -6.9638 -7.1476 -7.1476 -7.2950 -7.2950 -7.4026 -7.4026 -7.4681 -7.4681
-0.9640 7.4654 7.4654 7.3999 7.3999 7.2923 7.2923 7.1450 7.1450 6.9612 6.9612 6.7448 6.7448 6.5007 6.5007 6.2340 6.2340 5.9507 5.9507 5.6569 5.6569 5.3591 5.3591 5.0637 5.0637 4.7773 4.7773 4.5063 4.5063 4.2567 4.2567 4.0343 4.0343 3.8443 3.8443 3.6914 3.6914 3.5792 3.5792 3.5107 3.5107 -3.5107 -3.5107 -3.5792 -3.5792 -3.6914 -3.6914 -3.8443 -3.8443 -4.0343 -4.0343 -4.2567 -4.2567 -4.5063 -4.5063 -4.7773 -4.7773 -5.0637 -5.0637 -5.3591 -5.3591 -5.6569 -5.6569 -5.9507 -5.9507 -6.2340 -6.2340 -6.5007 -6.5007 -6.7448 -6.7448 -6.9612 -6.9612 -7.1450 -7.1450 -7.2923 -7.2923 -7.3999 -7.3999 -7.4654 -7.4654
